x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
151660,900,-25,-33,7,2,3,2,0,0,0,0,67700,30000,0,W
103140,762,-42,-35,3,1,2,0,0,0,0,0,7500,5000,0,W
76560,586,-47,-41,5,1,4,0,0,0,0,0,9500,4000,0,W
122640,979,10,21,6,4,2,0,0,0,0,0,9200,6000,1,W
176830,1297,54,56,5,2,2,1,0,0,0,0,36200,30000,0,W
122410,902,8,9,3,2,1,0,0,0,0,0,3600,3000,1,W
184710,1482,61,78,9,1,7,1,0,0,0,0,49800,30000,0,W
80040,751,-37,-19,2,1,1,0,0,0,0,0,1600,1000,0,W
18900,208,-81,-67,1,0,1,0,0,0,0,0,3000,3000,0,N
11350,94,-87,-84,0,0,0,0,0,0,0,0,0,0,0,N
10490,93,-87,-82,1,0,1,0,0,0,0,0,3000,3000,0,N
83180,744,-32,-19,3,1,2,0,0,0,0,0,14600,9000,1,W
127770,1141,7,24,4,2,1,1,0,0,0,0,44400,40000,0,W
108260,891,-12,-7,5,3,2,0,0,0,0,0,6000,3000,0,W
19520,211,-2,6,2,1,1,0,0,0,0,0,3200,3000,1,W
47980,382,-26,-32,3,1,1,1,0,0,0,0,38600,30000,0,W
54050,373,-14,-31,3,1,2,0,0,0,0,0,9400,6000,0,W
38180,322,-6,0,3,1,2,0,0,0,0,0,11500,8000,1,W
68970,624,71,94,5,2,2,1,0,0,0,0,34400,20000,1,W
29400,331,-32,-6,2,0,1,1,0,0,0,0,22000,20000,0,W
36100,285,-14,-19,6,3,3,0,0,0,0,0,14300,9000,1,W
45170,557,9,59,3,2,0,1,0,0,0,0,70700,70000,0,W
38010,410,-10,10,1,0,1,0,0,0,0,0,1000,1000,0,W
22090,174,-47,-54,4,1,3,0,0,0,0,0,8800,5000,0,W
34600,389,-13,6,4,0,4,0,0,0,0,0,15000,8000,1,W
22860,313,-42,-16,6,1,3,2,0,0,0,0,70500,50000,0,W
25940,233,-31,-37,5,1,4,0,0,0,0,0,15400,7000,0,W
45670,382,26,5,5,1,4,0,0,0,0,0,10800,5000,1,W
26190,246,-29,-33,3,2,0,1,0,0,0,0,20500,20000,0,W
21970,183,-33,-45,5,3,2,0,0,0,0,0,11500,9000,0,W
19120,194,-40,-39,3,1,2,0,0,0,0,0,9300,6000,0,W
5180,73,-74,-51,1,1,0,0,0,0,0,0,400,400,0,N
17660,224,-41,-27,5,2,3,0,0,0,0,0,9900,4000,1,W
44020,528,61,92,7,3,3,1,0,0,0,0,25100,20000,0,W
54610,527,95,84,6,1,5,0,0,0,0,0,14700,4000,1,W
29410,345,-6,7,7,1,3,3,0,0,0,0,114400,70000,1,W
60390,622,96,96,9,4,4,1,0,0,0,0,40600,20000,1,W
52990,483,54,39,5,3,0,2,0,0,0,0,71300,50000,0,W
39330,409,6,10,6,4,2,0,0,0,0,0,8200,6000,1,W
46810,552,28,47,3,1,1,1,0,0,0,0,27500,20000,0,W
59300,690,53,70,6,1,5,0,0,0,0,0,25700,8000,0,W
10370,134,-44,-6,3,1,2,0,0,0,0,0,6300,4000,1,N
47500,668,12,46,8,4,2,2,0,0,0,0,97100,50000,0,W
46430,737,3,46,4,2,2,0,0,0,0,0,15000,9000,0,W
34960,565,-27,2,5,1,4,0,0,0,0,0,14200,7000,1,W
20340,271,16,93,2,0,1,0,1,0,0,0,202000,200000,0,N
4930,109,-59,-31,1,0,1,0,0,0,0,0,5000,5000,0,N
61770,1062,31,90,6,2,4,0,0,0,0,0,10800,6000,1,W
73420,1202,53,96,5,2,2,1,0,0,0,0,30200,20000,0,W
38170,784,-27,12,3,1,2,0,0,0,0,0,3500,2000,0,W
5500,152,-51,-1,2,1,0,0,0,0,0,0,250,200,0,N
4630,89,-56,-42,1,0,0,0,0,0,0,0,50,50,1,N
3250,68,-67,-54,1,0,0,1,0,0,0,0,30000,30000,1,N
30460,457,-39,-36,3,2,0,1,0,0,0,0,70600,70000,0,W
28300,569,-41,-20,1,0,1,0,0,0,0,0,8000,8000,0,W
15500,255,72,86,1,0,1,0,0,0,0,0,2000,2000,0,N
19320,320,106,118,2,1,1,0,0,0,0,0,2300,2000,1,N
59380,949,27,30,5,2,2,1,0,0,0,0,26600,20000,0,W
39700,805,-17,5,3,1,2,0,0,0,0,0,8700,5000,1,W
61140,306,22,-69,8,5,2,1,0,0,0,0,89400,80000,1,W
93190,439,82,-53,4,1,2,1,0,0,0,0,81400,70000,0,W
108750,384,96,-56,4,2,2,0,0,0,0,0,6200,3000,1,W
73820,322,-16,-14,8,3,3,2,0,0,0,0,52700,30000,0,W
102380,508,19,37,8,4,4,0,0,0,0,0,13400,8000,0,W
88360,443,1,15,4,2,2,0,0,0,0,0,6300,4000,0,W
56810,285,-35,-27,5,2,3,0,0,0,0,0,6100,2000,0,W
106610,546,26,43,6,2,4,0,0,0,0,0,20800,7000,1,W
61710,376,-29,-6,4,1,2,1,0,0,0,0,22900,10000,0,W
53900,320,-36,-20,2,0,2,0,0,0,0,0,4000,2000,0,W
66680,430,-17,9,2,1,1,0,0,0,0,0,5400,5000,0,W
43660,281,-44,-29,1,1,0,0,0,0,0,0,700,700,0,W
11730,59,-53,-88,1,1,0,0,0,0,0,0,300,300,0,N
6530,38,-72,-92,1,1,0,0,0,0,0,0,100,100,0,N
9280,43,-57,-90,1,0,1,0,0,0,0,0,2000,2000,0,N
86740,486,17,25,2,0,2,0,0,0,0,0,9000,7000,0,W
92380,514,25,29,6,5,1,0,0,0,0,0,4300,2000,0,W
52780,350,-30,-16,1,1,0,0,0,0,0,0,200,200,0,W
56830,394,-20,-2,5,2,3,0,0,0,0,0,10500,5000,0,W
80210,525,18,32,3,1,2,0,0,0,0,0,2700,1000,1,W
78430,455,12,8,5,1,3,0,1,0,0,0,207900,200000,0,W
47370,296,-30,-28,4,2,2,0,0,0,0,0,8800,7000,0,W
73180,488,11,20,5,3,2,0,0,0,0,0,9600,6000,0,W
104410,631,54,50,3,2,1,0,0,0,0,0,1600,1000,0,W
8190,64,-11,36,0,0,0,0,0,0,0,0,0,0,0,N
3410,33,-62,-32,0,0,0,0,0,0,0,0,0,0,0,N
1860,33,-78,-30,1,0,1,0,0,0,0,0,4000,4000,1,N
31620,208,-64,-45,2,1,0,1,0,0,0,0,40400,40000,1,W
81600,628,-1,75,6,3,2,1,0,0,0,0,44000,40000,0,W
42390,356,-48,-7,3,1,2,0,0,0,0,0,6600,3000,0,W
36400,303,-53,-21,2,1,1,0,0,0,0,0,1400,1000,0,W
69070,505,-4,35,5,3,2,0,0,0,0,0,5700,2000,0,W
40420,269,-42,-31,0,0,0,0,0,0,0,0,0,0,0,W
11390,89,47,94,1,1,0,0,0,0,0,0,300,300,0,N
5550,44,-31,-12,2,1,1,0,0,0,0,0,4300,4000,0,N
7040,37,-8,-26,2,1,1,0,0,0,0,0,5500,5000,0,N
39050,305,-40,-19,3,3,0,0,0,0,0,0,2000,700,0,W
55530,438,-8,18,1,0,1,0,0,0,0,0,2000,2000,0,W
53390,432,-7,15,2,1,1,0,0,0,0,0,3200,3000,0,W
37270,293,-31,-23,3,1,2,0,0,0,0,0,6200,4000,0,W
53170,461,9,23,5,2,3,0,0,0,0,0,4800,2000,0,W
42280,375,-17,-6,5,3,2,0,0,0,0,0,12100,7000,0,W
27980,243,-40,-35,6,3,3,0,0,0,0,0,7000,3000,0,W
60200,449,32,24,5,3,2,0,0,0,0,0,9200,5000,0,W
64290,495,34,31,3,1,2,0,0,0,0,0,5100,4000,0,W
33310,274,-30,-27,6,3,3,0,0,0,0,0,6800,3000,0,W
60420,537,30,43,2,1,1,0,0,0,0,0,4500,4000,0,W
49430,434,1,9,2,2,0,0,0,0,0,0,1500,800,0,W
20380,162,-58,-59,2,1,1,0,0,0,0,0,4700,4000,1,W
87140,680,94,83,4,2,1,1,0,0,0,0,27100,20000,0,W
24490,237,-51,-42,3,3,0,0,0,0,0,0,1000,500,0,W
6140,60,-17,23,1,1,0,0,0,0,0,0,400,400,0,N
2190,29,-69,-42,1,1,0,0,0,0,0,0,200,200,0,N
3020,29,-53,-40,0,0,0,0,0,0,0,0,0,0,0,N
1630,26,-72,-44,1,1,0,0,0,0,0,0,800,800,0,N
2560,38,-49,-14,2,1,1,0,0,0,0,0,1300,1000,0,N
3510,27,-22,-35,0,0,0,0,0,0,0,0,0,0,0,N
7570,69,69,67,1,0,1,0,0,0,0,0,5000,5000,1,N
45330,485,-4,25,3,0,2,0,1,0,0,0,402000,400000,0,W
32690,380,-31,-5,2,2,0,0,0,0,0,0,1100,700,1,W
26800,306,-44,-26,1,0,0,1,0,0,0,0,10000,10000,0,W
48250,573,9,44,3,1,2,0,0,0,0,0,12600,8000,0,W
6790,67,34,50,0,0,0,0,0,0,0,0,0,0,0,N
27890,276,-72,-72,6,3,3,0,0,0,0,0,9800,6000,0,W
54820,585,-41,-37,3,1,2,0,0,0,0,0,5600,3000,0,W
37840,468,-57,-47,2,2,0,0,0,0,0,0,1200,600,0,W
31510,323,-22,-27,4,3,1,0,0,0,0,0,2700,2000,0,W
36400,411,-7,-5,2,1,1,0,0,0,0,0,8700,8000,0,W
9470,79,-81,-84,1,0,1,0,0,0,0,0,2000,2000,0,N
29340,294,-25,-31,3,3,0,0,0,0,0,0,1400,600,0,W
44960,643,19,56,4,1,3,0,0,0,0,0,14400,9000,0,W
28500,337,-26,-22,1,1,0,0,0,0,0,0,400,400,0,W
31250,430,-16,2,3,0,3,0,0,0,0,0,4000,2000,1,W
33760,568,-7,35,3,1,1,1,0,0,0,0,81500,80000,0,W
25400,398,-29,-8,2,0,2,0,0,0,0,0,6000,4000,0,W
32500,474,-5,10,1,1,0,0,0,0,0,0,700,700,0,W
12580,120,-73,-74,1,1,0,0,0,0,0,0,600,600,0,N
8060,57,-81,-86,1,0,1,0,0,0,0,0,3000,3000,0,N
20160,262,-40,-39,3,3,0,0,0,0,0,0,1600,800,0,W
36020,487,15,18,1,1,0,0,0,0,0,0,400,400,0,W
26550,330,-17,-23,2,1,1,0,0,0,0,0,1700,1000,0,W
15460,208,-50,-51,1,0,1,0,0,0,0,0,4000,4000,0,W
23630,294,-20,-29,3,3,0,0,0,0,0,0,1800,900,0,W
32130,427,18,13,0,0,0,0,0,0,0,0,0,0,0,W
28570,336,3,-13,1,0,1,0,0,0,0,0,2000,2000,0,W
37640,596,37,58,0,0,0,0,0,0,0,0,0,0,0,W
42930,341,54,-11,5,2,3,0,0,0,0,0,6200,3000,0,W
14990,185,-49,-51,2,1,1,0,0,0,0,0,4500,4000,1,W
45470,573,64,65,8,5,2,1,0,0,0,0,33600,20000,0,W
13740,218,-55,-42,0,0,0,0,0,0,0,0,0,0,1,W
17150,198,-39,-44,3,1,1,1,0,0,0,0,24200,20000,0,W
44600,591,64,75,1,0,1,0,0,0,0,0,2000,2000,0,W
40150,525,33,40,0,0,0,0,0,0,0,0,0,0,0,W
17860,200,-44,-50,2,1,1,0,0,0,0,0,4200,4000,0,W
4190,43,-58,-49,0,0,0,0,0,0,0,0,0,0,0,N
1150,22,-88,-73,1,1,0,0,0,0,0,0,100,100,0,N
2020,18,-76,-76,1,1,0,0,0,0,0,0,400,400,0,N
1650,21,-79,-69,0,0,0,0,0,0,0,0,0,0,0,N
6040,41,-13,-33,2,1,1,0,0,0,0,0,3300,3000,0,N
13690,147,-66,-67,2,1,1,0,0,0,0,0,3300,3000,0,W
54830,694,46,68,5,3,2,0,0,0,0,0,4000,1000,0,W
34280,460,-12,5,1,0,1,0,0,0,0,0,3000,3000,0,W
24970,325,-35,-26,2,0,2,0,0,0,0,0,4000,3000,0,W
46740,553,27,29,6,3,3,0,0,0,0,0,5800,2000,0,W
23040,318,-39,-28,2,1,1,0,0,0,0,0,1300,1000,0,W
5380,90,-18,58,1,0,1,0,0,0,0,0,2000,2000,0,N
33540,570,-6,34,0,0,0,0,0,0,0,0,0,0,0,W
39980,629,14,43,2,1,1,0,0,0,0,0,2800,2000,0,W
28520,483,-19,5,3,3,0,0,0,0,0,0,1700,700,1,W
92780,1256,173,172,5,2,2,1,0,0,0,0,23500,20000,1,W
60910,882,55,62,2,0,1,0,1,0,0,0,303000,300000,0,W
81410,441,-19,-56,3,2,1,0,0,0,0,0,10200,9000,1,W
150220,709,53,-25,2,0,1,1,0,0,0,0,23000,20000,0,W
109110,417,6,-54,2,2,0,0,0,0,0,0,1300,800,0,W
70490,330,-38,-37,6,1,5,0,0,0,0,0,10300,3000,0,W
83570,488,-24,-3,3,2,1,0,0,0,0,0,1800,1000,0,W
46580,260,-56,-48,1,0,1,0,0,0,0,0,2000,2000,0,W
6500,67,-87,-87,0,0,0,0,0,0,0,0,0,0,0,N
5310,49,-88,-89,0,0,0,0,0,0,0,0,0,0,0,N
5770,45,-86,-89,1,0,1,0,0,0,0,0,2000,2000,0,N
54150,307,-46,-35,3,3,0,0,0,0,0,0,800,300,1,W
96070,537,3,19,3,1,1,1,0,0,0,0,49200,40000,0,W
40800,222,-56,-51,3,1,2,0,0,0,0,0,5800,3000,0,W
38070,220,-55,-48,2,1,1,0,0,0,0,0,7900,7000,0,W
69660,362,-10,-8,2,2,0,0,0,0,0,0,800,500,1,W
32310,194,-56,-49,4,1,2,1,0,0,0,0,28400,20000,0,W
39760,211,-38,-39,3,3,0,0,0,0,0,0,1600,900,0,W
74940,360,31,15,2,2,0,0,0,0,0,0,500,400,0,W
63950,297,11,-6,0,0,0,0,0,0,0,0,0,0,0,W
54030,335,-3,13,6,3,3,0,0,0,0,0,13300,9000,0,W
44080,339,-22,11,2,1,1,0,0,0,0,0,3700,3000,0,W
33580,268,-39,-13,1,0,1,0,0,0,0,0,4000,4000,0,W
34980,296,-29,5,0,0,0,0,0,0,0,0,0,0,0,W
40850,340,-16,18,2,2,0,0,0,0,0,0,400,200,0,W
4050,34,-31,-37,1,1,0,0,0,0,0,0,600,600,0,N
6320,32,11,-38,1,0,1,0,0,0,0,0,4000,4000,0,N
26130,220,-46,-27,2,1,1,0,0,0,0,0,2200,2000,0,W
34820,270,-22,-6,1,1,0,0,0,0,0,0,300,300,0,W
4410,76,-23,53,0,0,0,0,0,0,0,0,0,0,0,N
3280,40,-41,-23,1,1,0,0,0,0,0,0,200,200,0,N
6070,46,14,-9,1,0,1,0,0,0,0,0,3000,3000,0,N
17660,140,-60,-52,1,1,0,0,0,0,0,0,900,900,0,W
21240,138,-50,-52,1,1,0,0,0,0,0,0,700,700,0,W
37710,233,2,-12,1,0,1,0,0,0,0,0,2000,2000,0,W
20250,157,-41,-39,4,3,1,0,0,0,0,0,2600,1000,1,W
43940,327,41,36,2,0,1,1,0,0,0,0,41000,40000,0,W
31770,231,2,-3,3,1,2,0,0,0,0,0,10400,8000,0,W
16450,141,-47,-40,3,2,1,0,0,0,0,0,3800,3000,0,W
29150,259,0,18,1,1,0,0,0,0,0,0,600,600,1,W
39660,325,42,54,5,2,2,1,0,0,0,0,34000,30000,0,W
19220,149,-34,-33,6,2,4,0,0,0,0,0,10700,5000,0,W
40200,334,45,59,1,1,0,0,0,0,0,0,900,900,1,W
47010,375,57,63,4,2,1,0,1,0,0,0,204400,200000,0,W
8610,79,-74,-69,1,0,1,0,0,0,0,0,5000,5000,0,W
27810,265,-6,11,1,1,0,0,0,0,0,0,500,500,0,W
36600,341,20,37,3,0,3,0,0,0,0,0,13000,7000,0,W
5640,58,6,17,1,0,1,0,0,0,0,0,5000,5000,0,N
27870,238,-6,-5,0,0,0,0,0,0,0,0,0,0,0,W
34150,346,17,38,2,1,1,0,0,0,0,0,6300,6000,0,W
3040,63,-43,26,0,0,0,0,0,0,0,0,0,0,0,N
2410,39,-52,-24,0,0,0,0,0,0,0,0,0,0,0,N
3960,35,-14,-27,1,0,1,0,0,0,0,0,1000,1000,0,N
4420,60,-2,28,0,0,0,0,0,0,0,0,0,0,1,N
49520,405,60,49,4,0,3,1,0,0,0,0,72000,60000,0,W
51910,495,57,73,0,0,0,0,0,0,0,0,0,0,0,W
13600,215,-60,-29,2,1,1,0,0,0,0,0,3600,3000,0,W
40140,417,19,35,6,2,4,0,0,0,0,0,11300,4000,0,W
31390,376,-7,18,2,0,2,0,0,0,0,0,6000,4000,1,W
11230,103,-65,-68,4,1,2,1,0,0,0,0,25200,20000,1,W
23200,264,-28,-18,3,2,0,1,0,0,0,0,40600,40000,0,W
26670,444,-17,39,0,0,0,0,0,0,0,0,0,0,0,W
26860,282,-46,-44,2,0,2,0,0,0,0,0,5000,3000,0,W
21760,250,-54,-48,2,2,0,0,0,0,0,0,600,400,1,W
17570,211,-61,-53,4,3,0,1,0,0,0,0,70800,70000,0,W
11800,133,-47,-46,2,1,1,0,0,0,0,0,3300,3000,0,W
40250,451,91,91,4,3,1,0,0,0,0,0,2900,2000,0,W
45180,370,98,44,4,2,2,0,0,0,0,0,5800,3000,0,W
25650,157,2,-42,4,1,3,0,0,0,0,0,16900,8000,0,W
48530,485,90,87,2,1,1,0,0,0,0,0,1300,1000,0,W
45350,469,14,21,4,1,3,0,0,0,0,0,6400,3000,0,W
31710,352,-20,-9,2,2,0,0,0,0,0,0,1000,500,0,W
4520,50,-82,-80,0,0,0,0,0,0,0,0,0,0,0,N
7400,47,-68,-80,1,0,1,0,0,0,0,0,3000,3000,0,N
20160,243,-47,-36,2,1,1,0,0,0,0,0,2700,2000,1,W
50890,602,42,69,2,1,0,1,0,0,0,0,70500,70000,0,W
40880,519,12,40,1,1,0,0,0,0,0,0,600,600,0,W
30430,308,-16,-19,2,1,1,0,0,0,0,0,4500,4000,0,W
71080,767,88,94,5,3,2,0,0,0,0,0,4600,2000,1,W
65490,735,60,72,3,0,2,1,0,0,0,0,72000,60000,0,W
31440,361,-27,-22,3,2,1,0,0,0,0,0,4600,4000,0,W
51660,626,19,29,1,1,0,0,0,0,0,0,500,500,0,W
45080,468,3,-6,3,2,1,0,0,0,0,0,2000,1000,0,W
48100,582,10,17,4,2,2,0,0,0,0,0,12100,7000,0,W
90330,913,98,75,4,2,2,0,0,0,0,0,14100,7000,0,W
50090,699,-5,19,3,1,2,0,0,0,0,0,12600,7000,1,W
36430,500,-31,-16,2,0,1,1,0,0,0,0,94000,90000,0,W
65150,952,25,60,4,3,1,0,0,0,0,0,4100,2000,0,W
40030,577,-28,-13,0,0,0,0,0,0,0,0,0,0,0,W
45170,579,-14,-10,1,0,1,0,0,0,0,0,2000,2000,0,W
93510,1375,86,120,3,2,1,0,0,0,0,0,5700,5000,0,W
59240,941,5,29,3,1,2,0,0,0,0,0,5200,3000,0,W
11130,126,-47,-40,3,1,2,0,0,0,0,0,4900,3000,0,N
2960,49,-62,-34,0,0,0,0,0,0,0,0,0,0,0,N
10520,72,46,1,1,0,1,0,0,0,0,0,5000,5000,0,N
44770,770,-22,2,1,0,1,0,0,0,0,0,1000,1000,1,W
79790,1419,39,80,3,2,0,1,0,0,0,0,21200,20000,0,W
58160,897,-4,3,3,2,1,0,0,0,0,0,1900,1000,0,W
51230,944,-10,8,2,0,2,0,0,0,0,0,5000,3000,1,W
55890,1204,-3,34,5,0,2,3,0,0,0,0,149000,80000,0,W
29900,665,-50,-31,1,1,0,0,0,0,0,0,900,900,1,W
8660,205,16,188,1,0,0,1,0,0,0,0,10000,10000,0,N
23290,592,-58,-37,1,1,0,0,0,0,0,0,500,500,0,W
21000,523,-61,-44,1,0,1,0,0,0,0,0,8000,8000,0,W
24570,434,-52,-53,2,1,1,0,0,0,0,0,3600,3000,0,W
56350,999,26,19,2,2,0,0,0,0,0,0,1000,800,0,W
31900,643,-28,-24,2,2,0,0,0,0,0,0,1100,700,0,W
23920,359,-45,-57,1,0,1,0,0,0,0,0,5000,5000,0,W
65240,1008,73,39,4,3,1,0,0,0,0,0,2500,1000,0,W
49070,587,28,-20,2,1,1,0,0,0,0,0,2400,2000,0,W
122820,1191,-39,-40,1,0,1,0,0,0,0,0,3000,3000,0,W
132520,1174,-31,-39,1,1,0,0,0,0,0,0,200,200,0,W
25710,258,-74,-74,1,0,1,0,0,0,0,0,7000,7000,0,N
17700,174,-81,-81,1,0,1,0,0,0,0,0,2000,2000,0,N
72300,155,-14,-82,1,0,1,0,0,0,0,0,5000,5000,0,N
16960,130,-56,-34,1,0,1,0,0,0,0,0,4000,4000,0,N
87700,935,-53,-49,2,1,1,0,0,0,0,0,1600,1000,0,W
118860,1122,4,2,0,0,0,0,0,0,0,0,0,0,0,W
102710,1159,-11,5,1,1,0,0,0,0,0,0,400,400,0,W
95050,860,-16,-22,2,0,2,0,0,0,0,0,5000,3000,0,W
182210,1766,63,63,6,1,5,0,0,0,0,0,17800,7000,0,W
95020,859,-20,-25,1,1,0,0,0,0,0,0,600,600,0,W
29290,235,-20,24,1,1,0,0,0,0,0,0,500,500,0,N
11440,121,-68,-37,0,0,0,0,0,0,0,0,0,0,0,N
26800,94,-18,-49,1,0,1,0,0,0,0,0,3000,3000,0,N
43650,334,38,90,0,0,0,0,0,0,0,0,0,0,0,N
154830,1252,33,11,2,2,0,0,0,0,0,0,1100,700,0,W
121720,1170,1,2,1,0,1,0,0,0,0,0,5000,5000,0,W
111950,997,-8,-13,4,3,1,0,0,0,0,0,4400,3000,0,W
190960,1651,58,45,2,0,2,0,0,0,0,0,11000,9000,0,W
95620,996,-26,-17,0,0,0,0,0,0,0,0,0,0,0,W
133430,1074,5,-9,6,2,4,0,0,0,0,0,16700,8000,0,W
253510,2069,98,76,4,2,2,0,0,0,0,0,7100,4000,0,W
121870,935,-15,-26,2,2,0,0,0,0,0,0,900,500,0,W
148160,1282,1,0,2,2,0,0,0,0,0,0,1300,900,0,W
156780,1301,10,6,4,3,1,0,0,0,0,0,4700,3000,0,W
23000,157,-28,-17,1,0,1,0,0,0,0,0,2000,2000,0,N
107100,1003,-28,-21,3,3,0,0,0,0,0,0,1600,600,1,W
127110,1140,-12,-9,3,1,1,1,0,0,0,0,22600,20000,1,W
163510,1534,13,23,2,0,1,1,0,0,0,0,72000,70000,0,W
134890,1411,-10,9,1,0,1,0,0,0,0,0,6000,6000,1,W
306400,2522,112,98,3,2,0,1,0,0,0,0,31000,30000,1,W
83490,898,-49,-37,2,1,0,0,1,0,0,0,100300,100000,1,W
92760,967,-42,-31,5,3,1,1,0,0,0,0,65800,60000,0,W
105810,958,-27,-26,3,1,2,0,0,0,0,0,14900,8000,0,W
128260,1235,-10,-5,1,0,1,0,0,0,0,0,1000,1000,0,W
95280,1031,-32,-21,2,1,1,0,0,0,0,0,3600,3000,1,W
186280,1921,39,51,3,1,1,1,0,0,0,0,72500,70000,0,W
195950,1913,38,40,4,3,1,0,0,0,0,0,2700,1000,0,W
117120,1095,-22,-24,3,2,1,0,0,0,0,0,5700,4000,0,W
273200,2387,89,71,2,1,1,0,0,0,0,0,3400,3000,0,W
121400,1063,-23,-29,2,0,2,0,0,0,0,0,8000,6000,0,W
200350,1668,43,24,0,0,0,0,0,0,0,0,0,0,0,W
130940,1397,-14,-2,1,0,1,0,0,0,0,0,2000,2000,0,W
38450,343,26,85,1,0,1,0,0,0,0,0,1000,1000,0,N
12490,122,-59,-39,1,1,0,0,0,0,0,0,700,700,1,N
12380,126,-56,-35,1,0,0,1,0,0,0,0,70000,70000,0,N
12150,118,-52,-36,1,0,1,0,0,0,0,0,3000,3000,0,N
166220,1762,7,20,0,0,0,0,0,0,0,0,0,0,1,W
265250,2852,64,84,2,0,1,1,0,0,0,0,23000,20000,0,W
162190,1702,-7,0,0,0,0,0,0,0,0,0,0,0,0,W
127010,1388,-30,-22,3,0,3,0,0,0,0,0,9000,5000,1,W
229070,2597,30,51,2,0,0,2,0,0,0,0,100000,80000,0,W
167100,1690,-7,-6,1,0,1,0,0,0,0,0,7000,7000,1,W
132470,1552,-28,-16,5,2,2,1,0,0,0,0,54800,50000,0,W
254750,2932,50,66,1,0,1,0,0,0,0,0,2000,2000,1,W
151210,1727,-18,-12,4,1,2,1,0,0,0,0,31800,20000,0,W
118110,1660,-34,-15,1,0,1,0,0,0,0,0,2000,2000,1,W
118120,1716,-33,-14,1,0,0,1,0,0,0,0,20000,20000,0,W
185910,2451,8,24,8,4,4,0,0,0,0,0,11300,4000,0,W
197590,2804,20,44,8,8,0,0,0,0,0,0,4700,800,0,W
26780,345,18,94,0,0,0,0,0,0,0,0,0,0,0,N
9670,186,-59,-7,0,0,0,0,0,0,0,0,0,0,0,N
9980,170,-54,-13,1,0,1,0,0,0,0,0,1000,1000,0,N
8760,133,-59,-33,1,1,0,0,0,0,0,0,600,600,0,N
7370,110,-63,-46,0,0,0,0,0,0,0,0,0,0,0,N
4580,91,-72,-50,1,0,1,0,0,0,0,0,1000,1000,0,N
4610,78,-68,-55,0,0,0,0,0,0,0,0,0,0,0,N
6040,112,-44,-24,2,1,1,0,0,0,0,0,2400,2000,1,N
68920,1004,-59,-51,3,0,2,1,0,0,0,0,66000,60000,0,W
134870,2096,-17,4,4,2,2,0,0,0,0,0,5100,3000,0,W
71650,1173,-53,-40,1,0,1,0,0,0,0,0,7000,7000,0,W
159910,2345,12,23,3,1,2,0,0,0,0,0,4400,3000,0,W
172530,2873,18,44,3,2,1,0,0,0,0,0,2300,1000,0,W
93120,1238,-32,-38,1,0,1,0,0,0,0,0,2000,2000,0,W
27830,190,-79,-90,4,0,4,0,0,0,0,0,19000,8000,0,W
44320,269,-64,-85,2,0,2,0,0,0,0,0,3000,2000,0,W
26830,192,-77,-88,1,1,0,0,0,0,0,0,600,600,0,W
29240,217,-71,-85,2,0,2,0,0,0,0,0,8000,5000,0,W
47740,276,-42,-76,4,1,3,0,0,0,0,0,7800,3000,0,W
36520,209,-55,-81,3,2,1,0,0,0,0,0,9800,9000,0,W
28360,181,-60,-80,2,1,1,0,0,0,0,0,3800,3000,0,W
29990,203,-55,-75,3,1,2,0,0,0,0,0,9400,6000,0,W
21060,106,-61,-82,0,0,0,0,0,0,0,0,0,0,0,W
18240,87,-53,-72,2,1,1,0,0,0,0,0,2500,2000,0,W
33660,248,9,28,4,2,2,0,0,0,0,0,11100,8000,0,W
21670,132,-31,-34,3,2,1,0,0,0,0,0,3400,2000,0,W
5990,53,-42,-64,0,0,0,0,0,0,0,0,0,0,0,N
6430,30,-33,-79,1,1,0,0,0,0,0,0,300,300,0,N
3020,19,-66,-85,1,0,1,0,0,0,0,0,2000,2000,0,N
23400,140,-20,-24,3,3,0,0,0,0,0,0,2000,800,0,W
45990,349,59,94,3,2,1,0,0,0,0,0,4200,3000,0,W
19570,153,-36,-21,1,1,0,0,0,0,0,0,700,700,0,W
32550,167,17,-8,9,5,4,0,0,0,0,0,13200,6000,0,W
53860,346,96,96,5,1,4,0,0,0,0,0,13700,9000,0,W
37810,238,26,23,6,5,1,0,0,0,0,0,5400,2000,0,W
10130,133,-67,-32,1,0,1,0,0,0,0,0,2000,2000,0,W
57860,383,95,92,2,1,1,0,0,0,0,0,4700,4000,0,W
42470,326,26,42,2,2,0,0,0,0,0,0,1200,700,0,W
42840,248,24,5,3,0,3,0,0,0,0,0,4000,2000,0,W
13060,81,96,-18,0,0,0,0,0,0,0,0,0,0,0,N
15930,177,-57,-29,2,1,1,0,0,0,0,0,2600,2000,0,W
60340,495,68,96,5,3,2,0,0,0,0,0,12500,8000,0,W
39690,416,6,56,2,1,1,0,0,0,0,0,1700,1000,0,W
32930,271,-16,-7,1,0,1,0,0,0,0,0,3000,3000,0,W
18210,150,-54,-51,3,1,2,0,0,0,0,0,7700,5000,0,W
24790,236,-31,-17,1,1,0,0,0,0,0,0,600,600,0,W
43490,352,26,24,0,0,0,0,0,0,0,0,0,0,0,W
10850,131,55,49,0,0,0,0,0,0,0,0,0,0,0,N
3770,50,-47,-40,0,0,0,0,0,0,0,0,0,0,0,N
3650,41,-44,-46,1,0,1,0,0,0,0,0,4000,4000,0,N
